Datetime,Relative_Humidity,Temperature,MC_PM25,NC_PM25,5_min_sample
2024-12-10 19:00:02,"50,67","29,04",4,31,4
2024-12-10 19:00:07,"50,66","29,1",4,30,0
2024-12-10 19:00:12,"50,52","29,1",4,30,0
2024-12-10 19:00:17,"50,35","29,11",4,30,0
2024-12-10 19:00:22,"50,39","29,1",4,28,0
2024-12-10 19:00:27,"50,56","29,1",4,29,0
2024-12-10 19:00:32,"50,67","29,07",4,30,0
2024-12-10 19:00:37,"50,67","29,07",4,31,0
2024-12-10 19:00:42,"50,75","29,07",4,33,0
2024-12-10 19:00:47,"50,85","29,07",4,33,0
2024-12-10 19:00:52,"51,08","29,06",4,32,0
2024-12-10 19:00:57,"51,05","29,1",4,31,0
2024-12-10 19:01:02,"50,98","29,12",4,29,0
2024-12-10 19:01:07,"50,84","29,12",4,28,0
2024-12-10 19:01:12,"50,74","29,16",4,30,0
2024-12-10 19:01:17,"50,74","29,17",4,31,0
2024-12-10 19:01:22,"50,61","29,13",4,32,0
2024-12-10 19:01:27,"50,63","29,17",4,30,0
2024-12-10 19:01:32,"50,69","29,16",4,29,0
2024-12-10 19:01:37,"50,76","29,16",4,28,0
2024-12-10 19:01:52,"50,84","29,12",4,27,0
2024-12-10 19:01:57,"51,02","29,12",4,29,0
2024-12-10 19:02:01,"51,06","29,12",4,31,0
2024-12-10 19:02:06,"51,03","29,15",4,33,0
2024-12-10 19:02:09,"51,22","29,12",4,32,0
2024-12-10 19:02:14,"51,32","29,13",4,31,0
2024-12-10 19:02:17,"51,34","29,14",4,30,0
2024-12-10 19:02:20,"51,36","29,14",4,29,0
2024-12-10 19:02:26,"51,36","29,18",4,29,0
2024-12-10 19:02:29,"51,35","29,15",4,30,0
2024-12-10 19:02:33,"51,22","29,16",4,31,0
2024-12-10 19:02:37,"51,05","29,17",4,30,0
2024-12-10 19:02:42,"50,99","29,2",4,29,0
2024-12-10 19:02:48,"51,01","29,21",4,28,0
2024-12-10 19:02:52,"50,91","29,21",4,29,0
2024-12-10 19:02:57,"50,9","29,23",4,29,0
2024-12-10 19:03:02,"50,85","29,23",4,29,0
2024-12-10 19:03:07,"50,84","29,25",4,28,0
2024-12-10 19:03:12,"50,81","29,26",4,28,0
2024-12-10 19:03:17,"50,73","29,25",4,27,0
2024-12-10 19:03:22,"50,68","29,26",4,27,0
2024-12-10 19:03:27,"50,73","29,29",4,27,0
2024-12-10 19:03:32,"50,68","29,25",4,27,0
2024-12-10 19:03:37,"50,65","29,27",4,26,0
2024-12-10 19:03:42,"50,57","29,3",3,25,0
2024-12-10 19:03:47,"50,52","29,27",4,30,0
2024-12-10 19:03:52,"50,46","29,3",5,34,0
2024-12-10 19:03:57,"50,4","29,28",5,34,0
2024-12-10 19:04:02,"50,36","29,29",5,35,0
2024-12-10 19:04:07,"50,34","29,27",5,36,0
2024-12-10 19:04:12,"50,34","29,29",5,35,0
2024-12-10 19:04:17,"50,36","29,29",5,34,0
2024-12-10 19:04:22,"50,4","29,29",4,32,0
2024-12-10 19:04:27,"50,39","29,29",4,30,0
2024-12-10 19:04:35,"50,38","29,31",4,29,0
2024-12-10 19:04:38,"50,33","29,33",4,28,0
2024-12-10 19:04:43,"50,3","29,3",4,27,0
2024-12-10 19:04:46,"50,3","29,32",4,28,0
2024-12-10 19:04:52,"50,31","29,33",4,28,0
2024-12-10 19:04:57,"50,28","29,36",4,29,0
2024-12-10 19:05:04,"50,29","29,33",4,29,4
2024-12-10 19:05:08,"50,38","29,34",4,29,0
2024-12-10 19:05:13,"50,37","29,33",4,30,0
2024-12-10 19:05:17,"50,4","29,33",5,33,0
2024-12-10 19:05:22,"50,44","29,34",5,35,0
2024-12-10 19:05:27,"50,43","29,34",5,36,0
2024-12-10 19:05:31,"50,48","29,36",5,35,0
2024-12-10 19:05:37,"50,45","29,35",4,33,0
2024-12-10 19:05:43,"50,42","29,34",4,31,0
2024-12-10 19:05:49,"50,39","29,34",4,30,0
2024-12-10 19:05:53,"50,36","29,35",4,30,0
2024-12-10 19:05:57,"50,33","29,36",4,31,0
2024-12-10 19:06:01,"50,36","29,37",4,30,0
2024-12-10 19:06:07,"50,36","29,36",4,31,0
2024-12-10 19:06:11,"50,32","29,35",4,31,0
2024-12-10 19:06:16,"50,29","29,37",4,30,0
2024-12-10 19:06:21,"50,32","29,37",4,31,0
2024-12-10 19:06:26,"50,32","29,36",4,30,0
2024-12-10 19:06:31,"50,36","29,35",4,28,0
2024-12-10 19:06:36,"50,38","29,33",4,28,0
2024-12-10 19:06:42,"50,38","29,34",4,29,0
2024-12-10 19:06:46,"50,39","29,33",4,30,0
2024-12-10 19:06:51,"50,36","29,32",4,30,0
2024-12-10 19:06:57,"50,44","29,33",4,30,0
2024-12-10 19:07:01,"50,44","29,3",4,31,0
2024-12-10 19:07:06,"50,44","29,33",4,32,0
2024-12-10 19:07:11,"50,4","29,33",4,33,0
2024-12-10 19:07:21,"50,43","29,3",4,32,0
2024-12-10 19:07:25,"50,44","29,33",4,31,0
2024-12-10 19:07:28,"50,43","29,33",4,30,0
2024-12-10 19:07:32,"50,44","29,32",4,32,0
2024-12-10 19:07:37,"50,43","29,33",4,33,0
2024-12-10 19:07:41,"50,47","29,34",5,36,0
2024-12-10 19:07:46,"50,46","29,33",5,37,0
2024-12-10 19:07:52,"50,47","29,34",5,36,0
2024-12-10 19:07:56,"50,43","29,33",5,34,0
2024-12-10 19:08:01,"50,44","29,33",5,34,0
2024-12-10 19:08:06,"50,42","29,35",5,34,0
2024-12-10 19:08:16,"50,44","29,33",4,32,0
2024-12-10 19:08:20,"50,52","29,34",4,30,0
2024-12-10 19:08:24,"50,59","29,3",4,32,0
2024-12-10 19:08:28,"50,76","29,33",16,120,0
2024-12-10 19:08:32,"50,96","29,28",20,150,0
2024-12-10 19:08:36,"51,08","29,27",22,162,0
2024-12-10 19:08:41,"50,91","29,26",14,105,0
2024-12-10 19:08:46,"51,01","29,26",9,70,0
2024-12-10 19:08:51,"51,12","29,28",27,206,0
2024-12-10 19:08:56,"51,37","29,3",43,325,0
2024-12-10 19:09:01,"51,34","29,3",40,298,0
2024-12-10 19:09:06,"51,36","29,3",37,277,0
2024-12-10 19:09:11,"51,36","29,33",35,260,0
2024-12-10 19:09:16,"51,37","29,33",33,251,0
2024-12-10 19:09:21,"51,37","29,34",31,237,0
2024-12-10 19:09:26,"51,23","29,36",28,214,0
2024-12-10 19:09:31,"51,04","29,33",15,110,0
2024-12-10 19:09:36,"51,01","29,35",9,68,0
2024-12-10 19:09:41,"50,94","29,33",35,261,0
2024-12-10 19:09:46,"50,89","29,35",31,233,0
2024-12-10 19:09:51,"50,88","29,35",23,174,0
2024-12-10 19:09:56,"50,92","29,37",21,159,0
2024-12-10 19:10:01,"51,03","29,35",21,160,21
2024-12-10 19:10:07,"51,01","29,37",20,151,0
2024-12-10 19:10:17,"50,96","29,38",23,176,0
2024-12-10 19:10:21,"50,92","29,36",32,241,0
2024-12-10 19:10:24,"50,92","29,37",29,222,0
2024-12-10 19:10:28,"50,86","29,38",23,176,0
2024-12-10 19:10:31,"50,96","29,39",20,148,0
2024-12-10 19:10:36,"50,92","29,37",16,123,0
2024-12-10 19:10:41,"50,9","29,38",22,166,0
