Datetime,MC_PM25
2024-10-11 01:47:16,17
2024-10-11 01:47:30,17
2024-10-11 01:47:45,17
2024-10-11 01:48:13,17
2024-10-11 01:48:28,17
2024-10-11 01:48:52,17
2024-10-11 01:49:07,17
2024-10-11 01:49:24,17
2024-10-11 01:49:39,16
2024-10-11 01:50:05,16
2024-10-11 01:50:19,16
2024-10-11 01:50:35,16
2024-10-11 01:50:52,16
2024-10-11 01:51:17,16
2024-10-11 01:51:32,16
2024-10-11 01:51:57,16
2024-10-11 01:52:21,16
2024-10-11 01:52:37,16
2024-10-11 01:52:51,16
2024-10-11 01:53:22,16
2024-10-11 01:53:36,16
2024-10-11 01:54:01,16
2024-10-11 01:54:27,16
2024-10-11 01:55:01,16
2024-10-11 01:55:16,16
2024-10-11 01:55:32,16
2024-10-11 01:55:57,16
2024-10-11 01:56:24,16
2024-10-11 01:56:57,16
2024-10-11 01:57:10,16
2024-10-11 01:57:48,16
2024-10-11 01:58:03,16
2024-10-11 01:58:17,16
2024-10-11 01:58:45,16
2024-10-11 01:59:03,16
2024-10-11 01:59:17,16
2024-10-11 01:59:33,16
2024-10-11 02:00:04,16
2024-10-11 02:00:18,16
2024-10-11 02:00:44,16
2024-10-11 02:01:00,16
2024-10-11 02:01:15,16
2024-10-11 02:01:32,16
2024-10-11 02:01:57,16
2024-10-11 02:02:23,16
2024-10-11 02:02:37,16
2024-10-11 02:02:52,16
2024-10-11 02:03:31,16
2024-10-11 02:03:59,16
2024-10-11 02:04:26,16
2024-10-11 02:04:42,16
2024-10-11 02:04:57,16
2024-10-11 02:05:19,16
2024-10-11 02:05:54,16
2024-10-11 02:06:09,16
2024-10-11 02:06:24,16
2024-10-11 02:06:44,16
2024-10-11 02:07:10,16
2024-10-11 02:07:31,16
2024-10-11 02:07:53,16
2024-10-11 02:08:06,16
2024-10-11 02:08:21,16
2024-10-11 02:08:36,16
2024-10-11 02:08:46,16
2024-10-11 02:09:01,16
2024-10-11 02:09:16,16
2024-10-11 02:09:32,16
2024-10-11 02:10:17,16
2024-10-11 02:10:32,16
2024-10-11 02:10:47,16
2024-10-11 02:10:59,16
2024-10-11 02:11:14,16
2024-10-11 02:11:48,16
2024-10-11 02:12:04,16
2024-10-11 02:12:18,16
2024-10-11 02:12:33,16
2024-10-11 02:12:48,16
2024-10-11 02:13:22,16
2024-10-11 02:13:37,16
2024-10-11 02:13:52,16
2024-10-11 02:14:08,16
2024-10-11 02:14:23,16
2024-10-11 02:14:37,16
2024-10-11 02:14:52,16
2024-10-11 02:15:06,16
2024-10-11 02:15:21,16
2024-10-11 02:15:36,16
2024-10-11 02:16:04,16
2024-10-11 02:16:26,16
2024-10-11 02:16:57,16
2024-10-11 02:17:12,16
2024-10-11 02:17:27,16
2024-10-11 02:17:42,16
2024-10-11 02:17:57,16
2024-10-11 02:18:12,16
2024-10-11 02:18:37,16
2024-10-11 02:19:03,14
2024-10-11 02:19:19,14
2024-10-11 02:19:33,14
2024-10-11 02:20:10,14
2024-10-11 02:20:32,14
2024-10-11 02:21:17,14
2024-10-11 02:21:32,14
2024-10-11 02:21:47,14
2024-10-11 02:22:02,14
2024-10-11 02:22:34,14
2024-10-11 02:22:50,14
2024-10-11 02:23:10,14
2024-10-11 02:23:34,14
2024-10-11 02:24:00,14
2024-10-11 02:24:14,14
2024-10-11 02:24:39,14
2024-10-11 02:25:03,14
2024-10-11 02:25:19,14
2024-10-11 02:25:33,14
2024-10-11 02:25:48,14
2024-10-11 02:26:14,14
2024-10-11 02:26:38,14
2024-10-11 02:26:59,14
2024-10-11 02:27:14,14
2024-10-11 02:27:28,14
2024-10-11 02:27:45,14
2024-10-11 02:28:00,14
2024-10-11 02:28:16,14
2024-10-11 02:28:30,14
2024-10-11 02:28:45,14
2024-10-11 02:29:01,14
2024-10-11 02:29:25,14
2024-10-11 02:29:41,14
2024-10-11 02:30:14,14
2024-10-11 02:30:38,14
2024-10-11 02:30:53,14
2024-10-11 02:31:07,14
2024-10-11 02:31:22,14
2024-10-11 02:31:38,14
2024-10-11 02:31:53,14
2024-10-11 02:32:08,14
2024-10-11 02:32:32,14
2024-10-11 02:32:58,14
2024-10-11 02:33:18,14
2024-10-11 02:33:38,14
2024-10-11 02:34:02,14
2024-10-11 02:34:25,14
2024-10-11 02:34:39,14
2024-10-11 02:34:53,14
2024-10-11 02:35:18,14
2024-10-11 02:35:31,14
2024-10-11 02:35:54,14
2024-10-11 02:36:18,14
2024-10-11 02:36:49,14
2024-10-11 02:37:16,14
2024-10-11 02:37:32,14
2024-10-11 02:37:48,14
2024-10-11 02:38:13,14
2024-10-11 02:38:26,14
2024-10-11 02:38:43,14
2024-10-11 02:38:57,14
2024-10-11 02:39:13,14
2024-10-11 02:39:28,14
2024-10-11 02:40:11,14
2024-10-11 02:40:27,14
2024-10-11 02:40:42,14
2024-10-11 02:40:57,14
2024-10-11 02:41:18,14
2024-10-11 02:41:44,14
2024-10-11 02:42:09,14
2024-10-11 02:42:36,14
2024-10-11 02:42:51,14
2024-10-11 02:43:13,14
2024-10-11 02:43:28,14
2024-10-11 02:44:08,14
2024-10-11 02:44:27,14
2024-10-11 02:44:42,14
2024-10-11 02:45:08,14
2024-10-11 02:45:24,14
2024-10-11 02:45:40,14
2024-10-11 02:46:03,14
2024-10-11 02:46:19,14
2024-10-11 02:46:44,14
2024-10-11 02:47:01,14
2024-10-11 02:47:18,14
2024-10-11 02:47:35,14
2024-10-11 02:47:52,14
2024-10-11 02:48:08,14
2024-10-11 02:48:23,14
2024-10-11 02:48:38,13
2024-10-11 02:49:05,14
2024-10-11 02:49:35,13
2024-10-11 02:50:11,13
2024-10-11 02:50:33,13
2024-10-11 02:50:57,13
2024-10-11 02:51:13,13
2024-10-11 02:51:41,13
2024-10-11 02:51:57,13
2024-10-11 02:52:24,13
2024-10-11 02:52:39,13
2024-10-11 02:52:56,13
2024-10-11 02:53:20,13
2024-10-11 02:53:38,13
2024-10-11 02:53:53,13
2024-10-11 02:54:22,13
2024-10-11 02:54:49,13
2024-10-11 02:55:24,13
2024-10-11 02:56:00,13
2024-10-11 02:55:42,13
2024-10-11 02:56:16,13
2024-10-11 02:56:54,13
2024-10-11 02:57:10,13
2024-10-11 02:57:27,13
2024-10-11 02:57:54,13
2024-10-11 02:58:20,13
2024-10-11 02:58:47,13
2024-10-11 02:59:05,13
2024-10-11 02:59:21,13
2024-10-11 02:59:37,13
2024-10-11 03:00:10,13
2024-10-11 03:00:39,13
2024-10-11 03:00:55,13
2024-10-11 03:01:10,13
2024-10-11 03:01:26,13
2024-10-11 03:01:52,13
2024-10-11 03:02:19,13
2024-10-11 03:02:34,13
2024-10-11 03:02:51,13
2024-10-11 03:03:08,13
2024-10-11 03:03:45,13
2024-10-11 03:03:59,13
2024-10-11 03:04:32,13
2024-10-11 03:04:52,13
2024-10-11 03:05:48,13
2024-10-11 03:05:50,11
2024-10-11 03:05:58,11
2024-10-11 03:05:57,11
2024-10-11 03:06:23,11
2024-10-11 03:07:38,11
2024-10-11 03:07:46,11
2024-10-11 03:07:44,11
2024-10-11 03:08:05,11
2024-10-11 03:08:10,11
2024-10-11 03:08:16,11
2024-10-11 03:08:32,11
2024-10-11 03:08:47,11
2024-10-11 03:09:13,11
2024-10-11 03:09:27,11
2024-10-11 03:09:55,11
2024-10-11 03:10:19,11
2024-10-11 03:10:34,11
2024-10-11 03:10:59,11
2024-10-11 03:11:17,11
2024-10-11 03:11:28,11
2024-10-11 03:11:45,11
2024-10-11 03:12:09,11
2024-10-11 03:12:24,11
2024-10-11 03:12:40,11
2024-10-11 03:12:55,11
2024-10-11 03:13:09,11
2024-10-11 03:13:37,11
2024-10-11 03:13:53,11
2024-10-11 03:14:08,11
2024-10-11 03:14:23,11
2024-10-11 03:14:37,11
2024-10-11 03:14:51,11
2024-10-11 03:15:30,11
2024-10-11 03:15:51,11
2024-10-11 03:16:10,11
2024-10-11 03:16:26,11
2024-10-11 03:16:58,11
2024-10-11 03:17:14,11
2024-10-11 03:17:44,11
2024-10-11 03:18:12,11
2024-10-11 03:18:28,11
2024-10-11 03:18:44,11
2024-10-11 03:18:59,11
2024-10-11 03:19:16,11
2024-10-11 03:19:32,11
2024-10-11 03:19:48,11
2024-10-11 03:20:28,11
2024-10-11 03:20:45,11
2024-10-11 03:21:01,11
2024-10-11 03:21:13,11
2024-10-11 03:21:30,11
2024-10-11 03:21:46,11
2024-10-11 03:22:03,11
2024-10-11 03:22:19,11
2024-10-11 03:22:35,11
2024-10-11 03:22:52,11
2024-10-11 03:23:19,11
2024-10-11 03:23:42,11
2024-10-11 03:23:58,11
2024-10-11 03:24:15,11
2024-10-11 03:24:32,11
2024-10-11 03:25:01,11
2024-10-11 03:25:16,11
2024-10-11 03:25:39,11
2024-10-11 03:25:55,11
2024-10-11 03:26:11,11
2024-10-11 03:26:28,11
2024-10-11 03:26:52,11
2024-10-11 03:27:09,11
2024-10-11 03:27:25,11
2024-10-11 03:27:51,11
2024-10-11 03:28:20,11
2024-10-11 03:28:34,11
2024-10-11 03:29:02,11
2024-10-11 03:29:15,11
2024-10-11 03:29:44,11
2024-10-11 03:30:18,11
2024-10-11 03:30:40,11
2024-10-11 03:30:52,11
2024-10-11 03:31:08,11
2024-10-11 03:31:35,11
2024-10-11 03:31:51,11
2024-10-11 03:32:17,11
2024-10-11 03:32:43,11
2024-10-11 03:32:58,11
2024-10-11 03:33:14,11
2024-10-11 03:33:36,11
2024-10-11 03:33:50,11
2024-10-11 03:34:17,11
2024-10-11 03:34:37,11
2024-10-11 03:35:16,11
2024-10-11 03:35:41,11
2024-10-11 03:36:05,11
2024-10-11 03:36:18,11
2024-10-11 03:37:00,11
2024-10-11 03:37:22,11
2024-10-11 03:37:38,11
2024-10-11 03:37:55,11
2024-10-11 03:38:21,11
2024-10-11 03:38:36,11
2024-10-11 03:39:01,11
2024-10-11 03:39:17,11
2024-10-11 03:39:30,11
2024-10-11 03:39:46,11
2024-10-11 03:40:01,11
2024-10-11 03:40:53,11
2024-10-11 03:41:07,11
2024-10-11 03:41:21,11
2024-10-11 03:41:33,11
2024-10-11 03:41:49,11
2024-10-11 03:42:04,11
2024-10-11 03:42:35,11
2024-10-11 03:43:12,11
2024-10-11 03:43:33,11
2024-10-11 03:43:56,11
2024-10-11 03:44:11,11
2024-10-11 03:44:27,11
2024-10-11 03:44:42,11
2024-10-11 03:44:55,11
2024-10-11 03:45:09,11
2024-10-11 03:45:24,11
2024-10-11 03:45:54,11
2024-10-11 03:46:09,11
2024-10-11 03:46:24,11
2024-10-11 03:46:37,11
2024-10-11 03:46:49,11
2024-10-11 03:47:21,11
2024-10-11 03:48:01,11
2024-10-11 03:48:16,11
2024-10-11 03:48:31,11
2024-10-11 03:48:45,11
2024-10-11 03:49:01,11
2024-10-11 03:49:15,11
2024-10-11 03:49:32,11
2024-10-11 03:49:48,11
2024-10-11 03:50:16,11
2024-10-11 03:50:38,11
2024-10-11 03:51:06,11
2024-10-11 03:51:16,11
2024-10-11 03:51:42,11
2024-10-11 03:51:56,11
2024-10-11 03:52:10,10
2024-10-11 03:52:27,10
2024-10-11 03:52:53,10
2024-10-11 03:53:08,10
2024-10-11 03:53:25,10
2024-10-11 03:53:49,10
2024-10-11 03:54:18,10
2024-10-11 03:54:32,10
2024-10-11 03:54:57,10
2024-10-11 03:55:13,10
2024-10-11 03:55:40,10
2024-10-11 03:56:20,10
2024-10-11 03:56:37,10
2024-10-11 03:56:52,10
2024-10-11 03:57:20,10
2024-10-11 03:57:42,10
2024-10-11 03:57:56,10
2024-10-11 03:58:22,10
2024-10-11 03:58:39,10
2024-10-11 03:58:50,10
2024-10-11 03:59:02,10
2024-10-11 03:59:18,10
2024-10-11 03:59:29,10
2024-10-11 03:59:46,10
2024-10-11 04:00:02,10
2024-10-11 04:00:13,10
2024-10-11 04:00:36,10
2024-10-11 04:00:47,10
2024-10-11 04:01:15,10
2024-10-11 04:01:30,10
2024-10-11 04:01:47,10
2024-10-11 04:02:03,10
2024-10-11 04:02:19,10
2024-10-11 04:02:44,10
2024-10-11 04:03:00,10
2024-10-11 04:03:16,10
2024-10-11 04:03:50,10
2024-10-11 04:04:02,10
2024-10-11 04:04:19,10
2024-10-11 04:04:34,10
2024-10-11 04:04:50,10
2024-10-11 04:05:07,10
2024-10-11 04:05:23,10
2024-10-11 04:05:52,10
2024-10-11 04:06:13,10
2024-10-11 04:06:29,10
2024-10-11 04:06:51,10
2024-10-11 04:07:24,10
2024-10-11 04:07:39,10
2024-10-11 04:07:51,10
2024-10-11 04:08:19,10
2024-10-11 04:08:47,10
2024-10-11 04:09:15,10
2024-10-11 04:09:30,10
2024-10-11 04:09:42,10
2024-10-11 04:10:06,10
2024-10-11 04:10:44,10
2024-10-11 04:10:54,10
2024-10-11 04:11:18,10
2024-10-11 04:11:38,10
2024-10-11 04:11:57,10
2024-10-11 04:12:18,10
2024-10-11 04:12:34,10
2024-10-11 04:12:45,10
2024-10-11 04:13:09,10
2024-10-11 04:13:31,10
2024-10-11 04:13:53,10
2024-10-11 04:14:08,10
2024-10-11 04:14:45,10
2024-10-11 04:15:00,10
2024-10-11 04:15:14,10
2024-10-11 04:15:28,10
2024-10-11 04:15:40,10
2024-10-11 04:15:54,10
2024-10-11 04:16:20,10
2024-10-11 04:16:42,10
2024-10-11 04:17:10,10
2024-10-11 04:17:25,10
2024-10-11 04:17:39,10
2024-10-11 04:17:55,10
2024-10-11 04:18:10,10
2024-10-11 04:18:24,10
2024-10-11 04:18:39,10
2024-10-11 04:18:55,10
2024-10-11 04:19:21,10
2024-10-11 04:19:48,10
2024-10-11 04:19:58,10
2024-10-11 04:20:33,10
2024-10-11 04:20:48,10
2024-10-11 04:21:02,10
2024-10-11 04:21:31,10
2024-10-11 04:21:45,10
2024-10-11 04:21:58,10
2024-10-11 04:22:21,10
2024-10-11 04:22:37,10
2024-10-11 04:22:55,10
2024-10-11 04:23:23,10
2024-10-11 04:24:08,10
2024-10-11 04:24:36,10
2024-10-11 04:25:03,10
2024-10-11 04:25:28,10
2024-10-11 04:25:43,10
2024-10-11 04:26:10,10
2024-10-11 04:26:26,10
2024-10-11 04:26:39,10
2024-10-11 04:27:13,10
2024-10-11 04:27:40,10
2024-10-11 04:27:56,10
2024-10-11 04:28:24,10
2024-10-11 04:28:41,10
2024-10-11 04:28:57,10
2024-10-11 04:29:12,10
2024-10-11 04:29:39,10
2024-10-11 04:29:58,10
2024-10-11 04:30:13,10
2024-10-11 04:30:33,10
2024-10-11 04:30:44,10
2024-10-11 04:31:13,10
2024-10-11 04:31:28,10
2024-10-11 04:31:44,10
2024-10-11 04:32:00,10
2024-10-11 04:32:16,10
2024-10-11 04:32:33,10
2024-10-11 04:32:49,10
2024-10-11 04:33:05,10
2024-10-11 04:33:23,10
2024-10-11 04:34:02,10
2024-10-11 04:34:28,10
2024-10-11 04:34:54,10
2024-10-11 04:35:11,10
2024-10-11 04:35:27,10
2024-10-11 04:35:55,10
2024-10-11 04:36:10,10
2024-10-11 04:36:27,10
2024-10-11 04:36:43,10
2024-10-11 04:36:59,10
2024-10-11 04:37:24,10
2024-10-11 04:37:41,10
2024-10-11 04:37:57,10
2024-10-11 04:38:12,10
2024-10-11 04:38:29,10
2024-10-11 04:38:44,10
2024-10-11 04:39:00,10
2024-10-11 04:39:16,10
2024-10-11 04:39:33,10
2024-10-11 04:39:49,10
2024-10-11 04:40:08,10
2024-10-11 04:40:38,10
2024-10-11 04:40:54,10
2024-10-11 04:41:10,10
2024-10-11 04:41:26,10
2024-10-11 04:41:42,10
2024-10-11 04:41:58,10
2024-10-11 04:42:14,10
2024-10-11 04:42:39,10
2024-10-11 04:42:55,10
2024-10-11 04:43:11,10
2024-10-11 04:43:27,10
2024-10-11 04:43:40,10
2024-10-11 04:44:02,10
2024-10-11 04:44:18,10
2024-10-11 04:44:43,10
2024-10-11 04:44:58,10
2024-10-11 04:45:38,8
2024-10-11 04:45:39,8
2024-10-11 04:45:43,8
2024-10-11 04:45:47,8
2024-10-11 04:45:45,8
2024-10-11 04:45:50,8
2024-10-11 04:47:16,8
2024-10-11 04:47:31,8
2024-10-11 04:47:45,8
2024-10-11 04:48:01,8
2024-10-11 04:48:15,8
2024-10-11 04:48:49,8
2024-10-11 04:49:04,8
2024-10-11 04:49:18,8
2024-10-11 04:49:31,8
2024-10-11 04:49:47,8
2024-10-11 04:50:02,8
2024-10-11 04:50:24,8
2024-10-11 04:50:40,8
2024-10-11 04:50:54,8
2024-10-11 04:51:09,8
2024-10-11 04:51:24,8
2024-10-11 04:51:38,8
2024-10-11 04:51:52,8
2024-10-11 04:52:07,8
2024-10-11 04:52:31,8
2024-10-11 04:52:47,8
2024-10-11 04:53:01,8
2024-10-11 04:53:17,8
2024-10-11 04:53:32,8
2024-10-11 04:53:55,8
2024-10-11 04:54:12,8
2024-10-11 04:54:28,8
2024-10-11 04:54:52,8
2024-10-11 04:55:20,8
2024-10-11 04:55:36,8
2024-10-11 04:55:50,8
2024-10-11 04:56:17,8
2024-10-11 04:56:31,8
2024-10-11 04:57:09,8
2024-10-11 04:57:47,8
2024-10-11 04:58:08,8
2024-10-11 04:58:23,8
2024-10-11 04:58:39,8
2024-10-11 04:58:54,8
2024-10-11 04:59:08,8
2024-10-11 04:59:22,8
2024-10-11 04:59:36,8
2024-10-11 04:59:51,8
2024-10-11 05:00:05,8
2024-10-11 05:00:20,8
2024-10-11 05:00:40,8
2024-10-11 05:00:56,8
2024-10-11 05:01:20,8
2024-10-11 05:01:35,8
2024-10-11 05:01:49,8
2024-10-11 05:02:04,8
2024-10-11 05:02:19,8
2024-10-11 05:02:34,8
2024-10-11 05:02:48,8
2024-10-11 05:03:11,8
2024-10-11 05:03:25,8
2024-10-11 05:03:38,8
2024-10-11 05:04:00,8
2024-10-11 05:04:14,8
2024-10-11 05:04:29,8
2024-10-11 05:04:44,8
2024-10-11 05:05:09,8
2024-10-11 05:05:23,8
2024-10-11 05:05:49,8
2024-10-11 05:06:03,8
2024-10-11 05:06:17,7
2024-10-11 05:06:31,7
2024-10-11 05:06:44,7
2024-10-11 05:06:58,7
2024-10-11 05:07:19,7
2024-10-11 05:07:32,7
2024-10-11 05:07:45,7
2024-10-11 05:08:08,7
2024-10-11 05:08:21,7
2024-10-11 05:08:34,7
2024-10-11 05:08:47,7
2024-10-11 05:09:01,7
2024-10-11 05:09:31,7
2024-10-11 05:09:45,7
2024-10-11 05:10:06,7
2024-10-11 05:10:27,7
2024-10-11 05:10:39,7
2024-10-11 05:10:52,7
2024-10-11 05:11:05,7
2024-10-11 05:11:29,7
2024-10-11 05:11:55,7
2024-10-11 05:12:07,7
2024-10-11 05:12:20,7
2024-10-11 05:12:33,7
2024-10-11 05:12:56,7
2024-10-11 05:13:09,7
2024-10-11 05:13:24,7
2024-10-11 05:14:29,7
2024-10-11 05:14:49,7
2024-10-11 05:15:07,7
2024-10-11 05:15:30,7
2024-10-11 05:15:43,7
2024-10-11 05:16:06,7
2024-10-11 05:16:20,7
2024-10-11 05:16:42,7
2024-10-11 05:17:08,7
2024-10-11 05:17:21,7
2024-10-11 05:17:34,7
