Datetime,Relative_Humidity,Temperature,MC_PM25,NC_PM25,5_min_sample
2024-05-10 18:00:02,"50,15","31,37",8,58,8
2024-05-10 18:00:07,"50,16","31,38",7,55,0
2024-05-10 18:00:12,"50,15","31,35",7,55,0
2024-05-10 18:00:17,"50,18","31,36",7,53,0
2024-05-10 18:00:23,"50,22","31,36",7,51,0
2024-05-10 18:00:27,"50,23","31,34",7,51,0
2024-05-10 18:00:32,"50,23","31,32",7,51,0
2024-05-10 18:00:37,"50,23","31,34",7,52,0
2024-05-10 18:00:42,"50,24","31,32",7,54,0
2024-05-10 18:00:47,"50,24","31,32",7,55,0
2024-05-10 18:00:52,"50,27","31,32",7,56,0
2024-05-10 18:00:57,"50,27","31,32",8,58,0
2024-05-10 18:01:02,"50,26","31,31",8,61,0
2024-05-10 18:01:07,"50,32","31,32",8,60,0
2024-05-10 18:01:12,"50,27","31,31",8,59,0
2024-05-10 18:01:17,"50,31","31,31",8,57,0
2024-05-10 18:01:22,"50,31","31,29",7,56,0
2024-05-10 18:01:27,"50,31","31,29",7,55,0
2024-05-10 18:01:32,"50,31","31,29",7,54,0
2024-05-10 18:01:37,"50,31","31,27",7,55,0
2024-05-10 18:01:42,"50,35","31,28",7,55,0
2024-05-10 18:01:47,"50,38","31,27",7,54,0
2024-05-10 18:01:52,"50,36","31,27",7,56,0
2024-05-10 18:01:57,"50,38","31,25",8,57,0
2024-05-10 18:02:02,"50,39","31,24",8,58,0
2024-05-10 18:02:07,"50,4","31,27",8,57,0
2024-05-10 18:02:12,"50,41","31,27",7,56,0
2024-05-10 18:02:17,"50,43","31,27",8,58,0
2024-05-10 18:02:22,"50,43","31,26",8,59,0
2024-05-10 18:02:27,"50,4","31,27",8,59,0
2024-05-10 18:02:32,"50,38","31,27",8,58,0
2024-05-10 18:02:37,"50,4","31,26",8,58,0
2024-05-10 18:02:42,"50,44","31,29",8,57,0
2024-05-10 18:02:47,"50,43","31,27",7,56,0
2024-05-10 18:02:52,"50,43","31,27",7,56,0
2024-05-10 18:03:02,"50,4","31,27",8,59,0
2024-05-10 18:03:07,"50,43","31,26",8,60,0
2024-05-10 18:03:12,"50,4","31,26",8,60,0
2024-05-10 18:03:17,"50,42","31,29",8,59,0
2024-05-10 18:03:22,"50,43","31,27",7,56,0
2024-05-10 18:03:27,"50,45","31,27",7,55,0
2024-05-10 18:03:32,"50,47","31,28",7,54,0
2024-05-10 18:03:37,"50,44","31,27",7,53,0
2024-05-10 18:03:42,"50,44","31,3",7,54,0
2024-05-10 18:03:47,"50,47","31,28",7,55,0
2024-05-10 18:03:52,"50,42","31,28",7,53,0
2024-05-10 18:03:57,"50,4","31,28",7,51,0
2024-05-10 18:04:02,"50,39","31,27",7,50,0
2024-05-10 18:04:07,"50,4","31,3",7,50,0
2024-05-10 18:04:12,"50,4","31,31",7,51,0
2024-05-10 18:04:17,"50,4","31,29",7,51,0
2024-05-10 18:04:22,"50,41","31,32",7,53,0
2024-05-10 18:04:27,"50,41","31,31",7,55,0
2024-05-10 18:04:32,"50,39","31,29",7,56,0
2024-05-10 18:04:37,"50,4","31,28",8,57,0
2024-05-10 18:04:42,"50,38","31,28",7,56,0
2024-05-10 18:04:47,"50,37","31,29",7,55,0
2024-05-10 18:04:52,"50,39","31,3",7,55,0
2024-05-10 18:04:57,"50,38","31,3",7,55,0
2024-05-10 18:05:02,"50,36","31,3",7,55,7
2024-05-10 18:05:07,"50,35","31,3",7,56,0
2024-05-10 18:05:12,"50,38","31,3",8,57,0
2024-05-10 18:05:17,"50,39","31,29",8,57,0
2024-05-10 18:05:22,"50,4","31,3",7,56,0
2024-05-10 18:05:27,"50,39","31,32",7,55,0
2024-05-10 18:05:32,"50,38","31,29",7,53,0
2024-05-10 18:05:37,"50,44","31,31",7,52,0
2024-05-10 18:05:42,"50,43","31,3",7,54,0
2024-05-10 18:05:47,"50,41","31,28",7,54,0
2024-05-10 18:05:52,"50,42","31,3",7,54,0
2024-05-10 18:05:57,"50,44","31,29",7,55,0
2024-05-10 18:06:02,"50,47","31,26",7,55,0
2024-05-10 18:06:07,"50,49","31,26",7,54,0
2024-05-10 18:06:12,"50,51","31,27",7,54,0
2024-05-10 18:06:17,"50,54","31,24",7,55,0
2024-05-10 18:06:22,"50,58","31,24",7,54,0
2024-05-10 18:06:27,"50,61","31,24",7,52,0
2024-05-10 18:06:32,"50,6","31,23",7,50,0
2024-05-10 18:06:37,"50,61","31,23",7,50,0
2024-05-10 18:06:42,"50,64","31,2",7,50,0
2024-05-10 18:06:47,"50,65","31,2",7,51,0
2024-05-10 18:06:52,"50,68","31,18",7,51,0
2024-05-10 18:06:57,"50,73","31,18",6,49,0
2024-05-10 18:07:02,"50,74","31,15",6,48,0
2024-05-10 18:07:07,"50,79","31,16",6,47,0
2024-05-10 18:07:12,"50,77","31,16",6,46,0
2024-05-10 18:07:17,"50,79","31,16",6,47,0
2024-05-10 18:07:22,"50,79","31,16",6,48,0
2024-05-10 18:07:27,"50,8","31,15",6,49,0
2024-05-10 18:07:32,"50,79","31,18",7,52,0
2024-05-10 18:07:37,"50,77","31,18",7,55,0
2024-05-10 18:07:42,"50,74","31,2",8,57,0
2024-05-10 18:07:47,"50,72","31,2",8,57,0
2024-05-10 18:07:52,"50,73","31,22",8,57,0
2024-05-10 18:08:01,"50,67","31,22",8,57,0
2024-05-10 18:08:06,"50,69","31,22",7,56,0
2024-05-10 18:08:12,"50,69","31,24",7,56,0
2024-05-10 18:08:17,"50,67","31,23",7,54,0
2024-05-10 18:08:21,"50,62","31,23",7,52,0
2024-05-10 18:08:27,"50,66","31,23",7,52,0
2024-05-10 18:08:32,"50,63","31,23",7,54,0
2024-05-10 18:08:36,"50,66","31,24",7,56,0
2024-05-10 18:08:42,"50,65","31,24",8,59,0
2024-05-10 18:08:47,"50,68","31,22",8,57,0
2024-05-10 18:08:52,"50,65","31,23",7,56,0
2024-05-10 18:08:56,"50,67","31,21",7,56,0
2024-05-10 18:09:01,"50,68","31,22",7,55,0
2024-05-10 18:09:06,"50,66","31,22",7,54,0
2024-05-10 18:09:12,"50,65","31,24",7,54,0
2024-05-10 18:09:16,"50,65","31,2",7,52,0
2024-05-10 18:09:22,"50,69","31,23",7,50,0
2024-05-10 18:09:26,"50,68","31,19",7,50,0
2024-05-10 18:09:32,"50,67","31,23",7,51,0
2024-05-10 18:09:38,"50,66","31,2",7,51,0
2024-05-10 18:09:41,"50,68","31,21",7,54,0
2024-05-10 18:09:46,"50,73","31,18",7,56,0
2024-05-10 18:09:51,"50,72","31,18",8,57,0
2024-05-10 18:09:56,"50,73","31,2",8,58,0
2024-05-10 18:10:02,"50,73","31,18",8,58,8
2024-05-10 18:10:06,"50,74","31,19",7,55,0
2024-05-10 18:10:12,"50,71","31,18",7,51,0
2024-05-10 18:10:17,"50,74","31,19",7,49,0
2024-05-10 18:10:21,"50,74","31,17",6,48,0
2024-05-10 18:10:26,"50,78","31,18",7,50,0
2024-05-10 18:10:31,"50,71","31,19",7,52,0
2024-05-10 18:10:36,"50,69","31,2",7,52,0
2024-05-10 18:10:41,"50,67","31,19",7,53,0
2024-05-10 18:10:46,"50,72","31,19",7,52,0
2024-05-10 18:10:51,"50,73","31,15",7,51,0
2024-05-10 18:10:57,"50,78","31,16",7,53,0
2024-05-10 18:11:02,"50,8","31,17",7,55,0
2024-05-10 18:11:06,"50,78","31,17",7,55,0
2024-05-10 18:11:11,"50,8","31,15",7,53,0
2024-05-10 18:11:16,"50,81","31,14",7,52,0
2024-05-10 18:11:21,"50,85","31,14",7,52,0
2024-05-10 18:11:26,"50,85","31,12",7,51,0
2024-05-10 18:11:31,"50,89","31,14",7,52,0
2024-05-10 18:11:36,"50,88","31,14",7,52,0
2024-05-10 18:11:41,"50,9","31,13",7,51,0
2024-05-10 18:11:46,"50,88","31,13",7,51,0
2024-05-10 18:11:51,"50,92","31,12",7,52,0
2024-05-10 18:11:56,"50,95","31,11",7,52,0
2024-05-10 18:12:01,"50,91","31,13",7,51,0
2024-05-10 18:12:06,"50,93","31,11",7,52,0
2024-05-10 18:12:11,"50,89","31,12",7,53,0
2024-05-10 18:12:16,"50,9","31,12",7,54,0
2024-05-10 18:12:21,"50,9","31,12",7,54,0
2024-05-10 18:12:27,"50,91","31,11",7,54,0
2024-05-10 18:12:31,"50,91","31,12",7,54,0
2024-05-10 18:12:36,"50,88","31,1",7,54,0
2024-05-10 18:12:41,"50,93","31,11",7,53,0
2024-05-10 18:12:46,"50,9","31,1",7,52,0
2024-05-10 18:12:53,"50,93","31,11",7,53,0
2024-05-10 18:13:01,"50,87","31,14",7,55,0
2024-05-10 18:13:07,"50,87","31,12",7,56,0
2024-05-10 18:13:11,"50,85","31,13",7,55,0
2024-05-10 18:13:16,"50,87","31,12",7,54,0
2024-05-10 18:13:21,"50,8","31,14",7,52,0
2024-05-10 18:13:26,"50,85","31,14",7,52,0
2024-05-10 18:13:31,"50,92","31,11",7,52,0
2024-05-10 18:13:36,"50,91","31,1",7,51,0
2024-05-10 18:13:41,"50,92","31,11",6,49,0
2024-05-10 18:13:46,"50,93","31,11",6,47,0
2024-05-10 18:13:53,"50,94","31,08",6,48,0
2024-05-10 18:13:56,"50,98","31,08",6,48,0
2024-05-10 18:14:01,"50,95","31,09",6,49,0
2024-05-10 18:14:06,"50,98","31,09",7,50,0
2024-05-10 18:14:11,"50,94","31,07",7,51,0
2024-05-10 18:14:16,"50,98","31,07",7,52,0
2024-05-10 18:14:22,"50,96","31,07",7,53,0
2024-05-10 18:14:26,"50,96","31,12",7,53,0
2024-05-10 18:14:31,"50,9","31,11",7,53,0
2024-05-10 18:14:36,"50,88","31,11",7,52,0
2024-05-10 18:14:41,"50,86","31,14",7,51,0
2024-05-10 18:14:46,"50,82","31,16",7,49,0
2024-05-10 18:14:51,"50,78","31,15",6,49,0
2024-05-10 18:14:56,"50,82","31,15",6,48,0
2024-05-10 18:15:01,"50,81","31,15",6,48,6
2024-05-10 18:15:06,"50,79","31,13",6,47,0
2024-05-10 18:15:11,"50,83","31,12",6,46,0
2024-05-10 18:15:16,"50,83","31,14",6,45,0
2024-05-10 18:15:21,"50,82","31,14",6,45,0
2024-05-10 18:15:26,"50,82","31,12",6,44,0
2024-05-10 18:15:31,"50,83","31,14",6,47,0
2024-05-10 18:15:36,"50,83","31,15",7,50,0
2024-05-10 18:15:41,"50,85","31,11",7,49,0
2024-05-10 18:15:46,"50,85","31,11",6,47,0
2024-05-10 18:15:51,"50,89","31,11",6,47,0
2024-05-10 18:15:56,"50,88","31,1",6,46,0
2024-05-10 18:16:01,"50,88","31,1",6,45,0
2024-05-10 18:16:06,"50,89","31,1",6,45,0
2024-05-10 18:16:11,"50,9","31,09",6,46,0
2024-05-10 18:16:16,"50,9","31,1",6,48,0
2024-05-10 18:16:21,"50,95","31,1",6,49,0
2024-05-10 18:16:26,"50,91","31,1",6,49,0
2024-05-10 18:16:31,"50,92","31,1",7,49,0
2024-05-10 18:16:36,"50,9","31,1",6,49,0
2024-05-10 18:16:42,"50,91","31,09",7,51,0
2024-05-10 18:16:46,"50,96","31,09",7,50,0
2024-05-10 18:16:51,"50,97","31,07",7,49,0
2024-05-10 18:16:56,"50,93","31,07",7,49,0
2024-05-10 18:17:01,"50,93","31,07",7,49,0
2024-05-10 18:17:06,"50,98","31,06",6,48,0
2024-05-10 18:17:11,"51,02","31,05",6,46,0
2024-05-10 18:17:16,"51,02","31,02",6,46,0
2024-05-10 18:17:21,"51,04","31,03",6,45,0
2024-05-10 18:17:27,"51,07","31,01",6,46,0
2024-05-10 18:17:31,"51,05","31,01",6,47,0
2024-05-10 18:17:36,"51,13","30,99",6,47,0
2024-05-10 18:17:41,"51,1","30,98",6,47,0
2024-05-10 18:17:46,"51,15","30,98",6,47,0
